Synced TS,Perpendicular,Parallel,Tangential,TotalSquared
1046813.5081,-0.0030069230738053146,5.103137546819865e-4,-0.0030069230738053146,1.834359287178323e-5
1046847.5801,1.330087011060292e-5,2.1709292216517422e-4,1.330087011060292e-5,4.7483163145612645e-8
1046880.5162,9.382159148493389e-4,0.0013984243984391425,-6.199039165615063e-4,3.220120766794754e-6
1046913.505,0.004685120637349582,0.0023091258446672376,-0.0011584456503975508,2.862441387795414e-5
1046947.5845,0.00924622329152361,0.0015739003241907225,0.0011462270475687637,8.928364383177959e-5
1046980.507,0.009420410199681786,-0.0032174121925300043,0.0018150036872765516,1.0239010793173682e-4
1047013.5196,0.009078530881525404,-0.0034354655080830543,0.0020771237778114673,9.853658941238859e-5
1047047.5828,0.006746055665755489,-0.003925266402009981,0.0029043409692608257,6.935217983794703e-5
1047080.5109,0.003493999632879865,-0.008657588082453163,0.0038715141494387205,1.0215048664930389e-4
1047113.501,0.002214365946289076,-0.010977609871959233,0.002686313737672317,1.3262761654222856e-4
1047147.5796,0.0024191547256215114,-0.010564102097784286,0.0027371659518579776,1.2494464016691784e-4
1047247.577,0.012643552911524712,-0.020310905309623144,-0.003685463908616262,5.859749489447156e-4
1047304.2793,0.002878384263768195,-0.011953314247743705,0.003480168156752059,1.6327838787449206e-4
1047313.5107,0.014008562366540718,-0.01924320609064745,-0.005929920177631898,6.017047535374779e-4
1047338.2759,0.0037101822038726655,-0.013529043645985415,0.0020425937218220606,2.009726630733387e-4
1047347.5818,0.016267601885709713,-0.01748972649683695,-0.004335151424610593,5.893189419204101e-4
1047380.5066,0.00994029476942578,-0.0100391423402375,6.395347157817062e-4,2.000028436833128e-4
1047413.5122,0.005198272466386195,-0.006181247973897625,0.005924244254552831,1.0032653313720454e-4
1047447.5763,0.005698585567379173,-0.003395921378723138,0.006135252541249587,8.164748322412059e-5
1047480.5287,0.0058500658530956234,-0.002275020331194509,0.007269666969401433,9.224704583891002e-5
1047513.5011,0.0026008620715621215,4.063411705064468e-7,0.010204848115110614,1.1090340873288022e-4
1047547.5853,0.0011860114085197359,-1.8106140970699513e-4,0.008659794108374958,7.643144029466969e-5
1047580.5088,-0.0010824731360829318,-4.443833944439058e-4,0.004489669410344482,2.1526356105781676e-5
1047613.5106,-0.0017412045219805834,-0.004440745483883584,0.0010522705728512331,2.3859286998486737e-5
1047647.5869,-0.0013674211884010432,-0.007108814989049776,3.6860686409886684e-4,5.2540962275287686e-05
1047680.5056,-0.005128410619973203,-0.00957624434214936,-0.0033356582038981918,1.2913166684083488e-4
1047713.4991,-0.006335696951680087,-0.006216612362739745,-0.00356124915180236,9.146982065331001e-5
1047747.5781,-0.006308664269937061,-0.006233569811050595,-0.0011596362201356054,8.000139362307226e-5
1047780.5324,-0.00622764841544202,-0.009844430851717493,0.0010460420949244178,1.3679062764495857e-4
1047847.5769,-0.005891274533251944,-0.01038398093842012,2.5313933306169833e-4,1.4259825527755823e-4
1047880.5213,-0.00493647246317413,-0.009627106663495344,-1.0625847127877742e-4,1.1706123395271141e-4
1047913.5054,-0.002445823820901238,-0.007183849289176986,-0.001392581111849024,5.952902692557528e-5
1047947.5765,-6.985048549121834e-4,-0.007817957647472578,5.756962909010621e-4,6.19397970293681e-5
1047980.5145,-4.954386751871386e-4,-0.01148427003912864,1.3281155562636232e-4,1.3215155672180684e-4
1048013.506,0.00251234975234805,-0.014495053890702039,-2.1715594891978402e-6,2.1641849328815025e-4
1048047.5772,4.801298116880058e-4,-0.010635904600288109,0.0015385423983782516,1.1572010401410882e-4
1048080.5132,0.0016764957066928126,-1.5340924170342832e-4,0.0016764957066928126,5.644810104558887e-6
1048113.4968,-0.0010981904761064795,1.0289158462548348e-4,0.0033831833525061134,1.2662538596672224e-5
1048147.5726,-0.005526973108664132,0.01099584855052579,0.007178165228571064,2.0298217313866328e-4
1048247.5751,0.00436070565092532,-4.6094601201085775e-4,0.00436070565092532,3.824397877401275e-5
1048280.5177,0.011708520381957693,-0.00166405099540143,-0.0038637308225226838,1.5478693111892702e-4
1048295.1522,1.3085437614713895e-4,0.014411018591853439,0.004582621940321557,2.2869500357041881e-4
1048313.4967,0.01147630278462423,-0.010501331761644772,-0.006692609561952251,2.867745171212378e-4
1048329.1923,0.003576218115745355,0.004795754316175136,0.0025245628840296066,4.216201322791759e-5
1048347.5804,0.006922715136374469,-0.009512864205937763,-0.008111696885496277,2.0421819662217009e-4
1048380.5015,0.003872175781185814,-0.01100346871580022,-0.005512853331319633,1.664616209126381e-4
1048413.4945,-0.005355472189215178,-0.013872039056697509,-0.0061232176316671,2.586083441247572e-4
1048447.5726,-0.013725274845037055,-0.022056303905928144,-0.01276286242653083,8.377543688810205e-4
1048480.511,-0.01695236295957959,-0.0302978923284561,-0.015127729140608741,0.0014341930784116678
1048513.5058,-0.02830359547855365,-0.07100412208594883,-0.01897943736038024,0.006202897912726526
1048580.5102,-0.028925407791307825,-0.0896252353894208,-0.01474620938293416,0.009086812725667874
1048613.4989,-0.02871924367770893,-0.10647657616790833,-0.009866276832219252,0.012259399648389995
1048647.5757,-0.022492126285487263,-0.09754555693929716,-0.003546265834254738,0.010033607424807172
1048680.5168,-0.02093487455798067,-0.09526598421079634,-0.0033440425145879245,0.009525059340749455
1048713.4981,-0.019576540968344398,-0.08685242082847885,-0.002152540045182604,0.007931217388698569
1048747.5977,-0.012846560446126767,-0.06320833723217627,-0.0013160881575835955,0.0041620600989910415
1048780.5058,-0.006039462948094886,-0.017948307435482664,7.992639217692622e-4,3.5925567531665525e-4
1048813.4941,-0.0025007860960685204,9.260211503338273e-5,0.0025007860960685204,1.2516437348287917e-5
1048847.5792,-0.016234903801225314,0.0046862262488017005,0.016234903801225314,5.491049193250383e-4
1048913.5054,-0.022168809053088205,0.045010424954338685,0.022820427665763202,0.0030381663682507707
1048947.5677,-0.030852682420695336,0.056205129531656337,0.0327883994830178,0.005185983738880512
1048980.5028,-0.039203340032996886,0.03158188473048673,0.037277659133255786,0.003923941183327736
1049013.492,-0.044900138844540326,0.027137006599723335,0.044900138844540326,0.004768462063711426
1049080.4959,-0.03971781669447411,7.990226195906582e-4,0.03640130000844575,0.002903198042427337
1049113.494,-0.03082947349589867,-0.011234229983321348,0.030534935895384065,0.002009046669487689
1049180.5511,0.0020311109130589384,-0.019571800446276752,0.0020311109130589384,3.9130619579117316e-4
1049186.9842,-0.04731327827163138,0.018050941744509344,0.04532632871743537,0.004618858873673502
1049213.5226,0.0018921353514792325,-0.030329883516495182,0.006792314090051438,9.696175410103948e-4
1049247.5676,0.013763721507031687,-0.030076409231935896,-0.0016695136974347298,0.0010968176979959277
1049280.5088,0.018190318966266675,-0.02712200732459681,-6.474412626508164e-4,0.001066910165598587
1049286.1143,-0.013945543789557733,-0.017930262732695774,0.016543051432381908,7.896450639444042e-4
1049313.4892,0.01808094570684017,-0.019632988351721364,8.715702186474928e-4,7.13134463918562e-4
1049347.5664,0.01737067002895633,-0.016290041752097507,0.0016749649391389447,5.699111450873065e-4
1049380.4884,0.0170382388190116,-0.015010395250253158,0.0040293540153579785,5.318492414035778e-4
1049447.5754,0.013050119252938195,-0.015890017858599413,0.008552778981633282,4.959483083711845e-4
1049480.4979,0.009716906207329512,-0.015523763629287216,0.010206999145841172,4.395883350232218e-4
1049513.5063,0.0067379106981929095,-0.014231206963330877,0.007492356049364449,3.0406209138042776e-4
1049547.5685,-0.0021178070658804515,-0.00946260042861964,0.012423878412804682,2.4837866845615994e-4
1049580.4906,-0.008825243498922806,-0.004819243683890455,0.015108386418260632,3.293733726634796e-4
1049613.4868,-0.01591709648336362,-0.00318492375290386,0.017112389304420154,5.56331567478551e-4
1049647.5663,-0.016845743658707214,-0.002998107208745029,0.015341099280921542,5.281170533970946e-4
1049680.5042,-0.016473133326543998,-0.009787033529543392,0.012842063180468181,5.320687336336377e-4
1049713.5047,-0.011490837541838547,-0.020915777464860345,0.007880982493123296,6.316189794294018e-4
1049747.5721,-0.008046132920631392,-0.027966498456654217,1.2993665725859107e-4,8.468821744374105e-4
1049780.4946,-0.009111275510186038,-0.03158786193302723,0.0012650634666561324,0.0010824087484971744
1049813.5011,-0.002309212743522219,-0.030720064091000105,-0.004838531909609808,9.724661922903118e-4
1049847.5671,-0.003430214117200765,-0.020520061582757435,-0.009237372828428313,5.181683530213867e-4
1049880.4901,-0.013473095236318393,-0.00994570666195167,-0.009314357059626398,3.671986236867073e-4
1049947.5709,-0.015738514381691035,-0.00320710629965677,-0.012031811978787126,4.02750865252879e-4
1049980.4888,-0.014132797286135314,0.010189434257062539,-0.01401398152990436,4.999522079304939e-4
1050013.4972,-0.0159440306791224,0.01189113072643684,-0.004419897345598479,4.15146596795635e-4
1050047.5711,-0.016492720486430846,0.01090065879690133,-0.0012764958872142785,3.9246363300007305e-4
1050080.5048,-0.015887005691736945,0.014385346104741376,-8.012819691404927e-4,4.599771851965496e-4
1050113.494,-0.018179589092497568,0.0219852808787589,-0.0016285714505271023,8.1650227985945e-4
1050180.5175,-0.018225423589228372,0.03567035653824784,-0.0030638940596401515,0.0016139278473812206
1050213.49,-0.014949445858922012,0.04032117126425218,-0.0011371113780217126,0.0018505758058960226
1050247.562,-0.010183305853963603,0.044396093802210636,0.001655610871032536,0.0020774539103663356
1050280.4902,4.812471479544878e-4,0.03621174022613555,0.007347480500762339,0.0013655071987316203
1050286.0366,-0.018747098097946113,0.027885712791068617,-0.0024746227698100153,0.0011351904228128447
1050313.4864,0.001116811935322446,0.030282503232949624,0.0050447501997928235,9.437267755307929e-4
1050347.5645,0.002195348620041513,0.019569478184381504,0.002099652574404591,3.9219257290570565e-4
1050380.4917,0.00803256645722651,0.01364818360342302,0.002336893385367073,2.562561102570778e-4
1050413.4912,0.004444091686966895,0.017068434472084254,-0.0020803766414425194,3.15409373220262e-4
1050480.5012,0.005261114137735624,0.01794492388085629,-0.0021117502864303078,3.541591043322465e-4
1050513.4899,0.009848858359760793,0.023258625619581398,-0.0053619905324064085,6.667146191720941e-4
1050547.5615,0.006778536661805464,0.023853263694871438,-0.009040786930221464,6.966625764901757e-4
1050580.4943,0.006667884910134539,0.029265286495055824,-0.00963519804768685,9.937547242306452e-4
1050613.4831,0.0049430469720704515,0.029643891032081114,-0.0092119512572356,9.880540348556786e-4
1050647.5682,0.0035045918709402527,0.028832972364649986,-0.007958762866063016,9.069643659207538e-4
1050680.4986,1.5364543313043776e-4,0.025361637001252445,-0.007917430724487329,7.059219475794749e-4
1050713.4916,-0.0019029832399068665,0.021050390814630216,-0.006752547764675675,4.92337199974261e-4
1050747.5585,0.0010338556223933471,0.020150463617608118,-0.005114811975232731,4.332713429944869e-4
1050780.4918,0.0067191422455239415,0.02131852904223093,-0.0016107492555706019,5.022210662043494e-4
1050813.4918,0.008570000319849018,0.02327883590147392,-0.0034385759437782024,6.271729109310936e-4
1050847.5661,0.009430877769369657,0.020256212662334894,-0.002640872587185148,5.062298149442733e-4
1050880.4798,0.008214095723008661,0.014219523424705645,-0.0029120043405045587,2.781459842516191e-4
1050913.4816,0.005695953908262816,0.002856971749061352,-0.004014256944105973,5.672043731329215e-5
1050947.5635,0.006179259558439908,-0.0013095508999026039,-0.0060716495605889495,7.676310063660667e-5
1051013.506,0.005561604961267849,-0.0033498611101518247,-0.005307096782005814,7.031829545608324e-5
1051047.5874,0.003462739317263003,-0.004268569523937037,-0.0037849470104642864,4.453707323202565e-5
1051080.4796,0.002578680306249069,-5.320684901080132e-4,-5.788074671461982e-4,7.26770708402681e-6
1051113.4814,0.0026130240088504744,-5.412926926991199e-4,0.001412511573082557,9.11608119409063e-6
1051180.4863,0.012182523284788502,0.004736468027506021,0.004277513082789536,1.8914512113343644e-4
1051213.4919,0.019188901906189312,0.0021279206739546193,0.005978681852958784,4.08486639458898e-4
1051247.5625,0.020296065069380777,-0.001077492087889632,0.00705705616783034,4.6289328825591553e-4
1051278.991,0.007557972854267077,0.003279920978340629,0.002665581192482603,7.498615838371394e-5
1051313.4887,0.01461637067780332,-0.0024467879927658007,0.004890040806135864,2.435375623581655e-4
1051347.5608,0.006043573015816213,2.600012019275987e-4,-9.268998252148111e-4,3.7451518708488926e-5
1051380.5211,0.002938752592485312,0.004590900968237246,-0.0015824974399677796,3.22169366475054e-5
1051413.4837,0.002825155465196263,0.005727576696995799,-0.0011493241254681727,4.21075841678808e-5
1051415.0882,0.020629647861365726,-0.0036098778259871364,0.006899842722003374,4.86221418390888e-4
1051447.5563,0.0022578838186067284,0.006496676516818022,-0.0037846422463138803,6.162836203508462e-5
1051547.5578,0.0033070545744321523,0.0036484298834197526,-0.003049875162473569,3.354938907917607e-5
1051580.4957,0.0033467192561857403,0.004944465374817881,-0.001192828486193447,3.707110741997191e-5
1051613.4896,0.0069506172913739355,0.003969693259100303,-4.4529279678773943e-4,6.426783097736377e-5
1051647.5603,0.011406755782732635,-0.002483585817545836,0.0013630653004032744,1.381402230131827e-4
1051650.3529,0.0034200594481646925,0.003285532751474515,-0.002750230098451901,3.005529768442303e-5
1051680.5033,0.02450157183819553,-0.005343592771507793,6.267673545689405e-4,6.292738435667199e-4
1051713.4865,0.030219873533359184,-0.013648132468503764,-8.687716046862706e-6,0.0010995123517264596
1051747.5632,0.03453382575028398,-0.022348427296099527,1.5920995592401746e-4,0.0016920626713700887
1051780.4979,0.028183760419466908,-0.021315431747396866,-2.05782791541596e-4,0.0012487143285171383
