filename,Dyad,Round,Offset,MotionMotif,time
dyad10_round1_44873433187604.csv,10,1,44873433187604,ParallelAntiSync,12.581929607275553
dyad10_round1_44873433187604.csv,10,1,44873433187604,ParallelSync,19.20216814436562
dyad10_round1_44873433187604.csv,10,1,44873433187604,PerpendicularAntiSync,1.5192078629098833
dyad10_round1_44873433187604.csv,10,1,44873433187604,PerpendicularSync,5.851078099999657
dyad10_round1_44873433187604.csv,10,1,44873433187604,SoloParallel,243.50217814436613
dyad10_round1_44873433187604.csv,10,1,44873433187604,SoloPerpendicular,132.0331014185446
dyad10_round1_48938309866935.csv,10,1,48938309866935,Mixed,33.30540302166537
dyad10_round1_48938309866935.csv,10,1,48938309866935,MutualStillness,443.94284309498926
dyad10_round1_48938309866935.csv,10,1,48938309866935,ParallelAntiSync,18.71992084333102
dyad10_round1_48938309866935.csv,10,1,48938309866935,ParallelSync,16.311285856669077
dyad10_round1_48938309866935.csv,10,1,48938309866935,PerpendicularAntiSync,6.1664261216656016
dyad10_round1_48938309866935.csv,10,1,48938309866935,PerpendicularSync,3.732601021665396
dyad10_round1_48938309866935.csv,10,1,48938309866935,SoloParallel,256.6796878750176
dyad10_round1_48938309866935.csv,10,1,48938309866935,SoloPerpendicular,117.87276698666224
dyad10_round1_496731471270323.csv,10,1,496731471270323,Mixed,37.75044669934742
dyad10_round1_496731471270323.csv,10,1,496731471270323,MutualStillness,456.44485250000037
dyad10_round1_496731471270323.csv,10,1,496731471270323,ParallelAntiSync,27.948845940521963
dyad10_round1_496731471270323.csv,10,1,496731471270323,ParallelSync,19.715039740521853
dyad10_round1_496731471270323.csv,10,1,496731471270323,PerpendicularAntiSync,3.301446220260972
dyad10_round1_496731471270323.csv,10,1,496731471270323,PerpendicularSync,2.766026460130364
dyad10_round1_496731471270323.csv,10,1,496731471270323,SoloParallel,220.39331492026096
dyad10_round1_496731471270323.csv,10,1,496731471270323,SoloPerpendicular,128.4416638189561
dyad10_round1_586602320196107.csv,10,1,586602320196107,Mixed,39.65458842307137
dyad10_round1_586602320196107.csv,10,1,586602320196107,MutualStillness,460.35202257692964
dyad10_round1_586602320196107.csv,10,1,586602320196107,ParallelAntiSync,20.10384229488099
dyad10_round1_586602320196107.csv,10,1,586602320196107,ParallelSync,26.43477095385744
dyad10_round1_586602320196107.csv,10,1,586602320196107,PerpendicularAntiSync,5.756465576928858
dyad10_round1_586602320196107.csv,10,1,586602320196107,PerpendicularSync,3.8632248410236936
dyad10_round1_586602320196107.csv,10,1,586602320196107,SoloParallel,218.2589633255945
dyad10_round1_586602320196107.csv,10,1,586602320196107,SoloPerpendicular,122.37068740771362
dyad10_round1_612452080007643.csv,10,1,612452080007643,Mixed,41.526819694341725
dyad10_round1_612452080007643.csv,10,1,612452080007643,MutualStillness,441.4743299396075
dyad10_round1_612452080007643.csv,10,1,612452080007643,ParallelAntiSync,15.76998566039242
dyad10_round1_612452080007643.csv,10,1,612452080007643,ParallelSync,13.850836216974487
dyad10_round1_612452080007643.csv,10,1,612452080007643,PerpendicularAntiSync,4.186830211316556
dyad10_round1_612452080007643.csv,10,1,612452080007643,PerpendicularSync,3.6568827113164297
dyad10_round1_612452080007643.csv,10,1,612452080007643,SoloParallel,250.39269609434191
dyad10_round1_612452080007643.csv,10,1,612452080007643,SoloPerpendicular,125.93618107170897
dyad10_round1_613601556047797.csv,10,1,613601556047797,Mixed,38.326324895906936
dyad10_round1_613601556047797.csv,10,1,613601556047797,MutualStillness,436.68111253274213
dyad10_round1_613601556047797.csv,10,1,613601556047797,ParallelAntiSync,17.521373004093054
dyad10_round1_613601556047797.csv,10,1,613601556047797,ParallelSync,14.14922721227855
dyad10_round1_613601556047797.csv,10,1,613601556047797,PerpendicularAntiSync,2.672505108185811
dyad10_round1_613601556047797.csv,10,1,613601556047797,PerpendicularSync,2.1952039081857073
dyad10_round1_613601556047797.csv,10,1,613601556047797,SoloParallel,254.95087824270053
dyad10_round1_613601556047797.csv,10,1,613601556047797,SoloPerpendicular,130.26573230000017
dyad10_round1_676976504037157.csv,10,1,676976504037157,Mixed,37.640124025838276
dyad10_round1_676976504037157.csv,10,1,676976504037157,MutualStillness,433.95112107080854
dyad10_round1_676976504037157.csv,10,1,676976504037157,ParallelAntiSync,11.566789980868228
dyad10_round1_676976504037157.csv,10,1,676976504037157,ParallelSync,15.683757977514993
dyad10_round1_676976504037157.csv,10,1,676976504037157,PerpendicularAntiSync,3.550603574162
dyad10_round1_676976504037157.csv,10,1,676976504037157,PerpendicularSync,3.063064922485006
dyad10_round1_676976504037157.csv,10,1,676976504037157,SoloParallel,266.46307119329276
dyad10_round1_676976504037157.csv,10,1,676976504037157,SoloPerpendicular,124.82677135503027
dyad10_round1_735814824467525.csv,10,1,735814824467525,Mixed,42.401552399468564
dyad10_round1_735814824467525.csv,10,1,735814824467525,MutualStillness,445.6827784991159
dyad10_round1_735814824467525.csv,10,1,735814824467525,ParallelAntiSync,20.30250059946932
dyad10_round1_735814824467525.csv,10,1,735814824467525,ParallelSync,14.760415100000246
dyad10_round1_735814824467525.csv,10,1,735814824467525,PerpendicularAntiSync,3.4687475007077446
dyad10_round1_735814824467525.csv,10,1,735814824467525,PerpendicularSync,0.6857480005308171
dyad10_round1_735814824467525.csv,10,1,735814824467525,SoloParallel,241.19071109982278
dyad10_round1_735814824467525.csv,10,1,735814824467525,SoloPerpendicular,128.27296260070779
dyad10_round1_763746616663411.csv,10,1,763746616663411,Mixed,35.69242230870186
dyad10_round1_763746616663411.csv,10,1,763746616663411,MutualStillness,439.85877636141294
dyad10_round1_763746616663411.csv,10,1,763746616663411,ParallelAntiSync,18.41753139129866
dyad10_round1_763746616663411.csv,10,1,763746616663411,ParallelSync,11.482569861412491
dyad10_round1_763746616663411.csv,10,1,763746616663411,PerpendicularAntiSync,3.094423322824696
dyad10_round1_763746616663411.csv,10,1,763746616663411,PerpendicularSync,8.330331261412066
dyad10_round1_763746616663411.csv,10,1,763746616663411,SoloParallel,262.6806625402264
dyad10_round1_763746616663411.csv,10,1,763746616663411,SoloPerpendicular,117.23780731412323
dyad10_round1_771599329076707.csv,10,1,771599329076707,Mixed,26.263701932812545
dyad10_round1_771599329076707.csv,10,1,771599329076707,MutualStillness,440.3579822984365
dyad10_round1_771599329076707.csv,10,1,771599329076707,ParallelAntiSync,23.426770378646864
dyad10_round1_771599329076707.csv,10,1,771599329076707,ParallelSync,21.23983783281187
dyad10_round1_771599329076707.csv,10,1,771599329076707,PerpendicularAntiSync,1.5606500442708784
dyad10_round1_771599329076707.csv,10,1,771599329076707,PerpendicularSync,2.3916801885410095
dyad10_round1_771599329076707.csv,10,1,771599329076707,SoloParallel,246.34849926875054
dyad10_round1_771599329076707.csv,10,1,771599329076707,SoloPerpendicular,135.1774230000005
dyad10_round1_778316080803052.csv,10,1,778316080803052,Mixed,38.06503406318197
dyad10_round1_778316080803052.csv,10,1,778316080803052,MutualStillness,442.54424299121206
dyad10_round1_778316080803052.csv,10,1,778316080803052,ParallelAntiSync,13.587095473634749
dyad10_round1_778316080803052.csv,10,1,778316080803052,ParallelSync,16.219042171971306
dyad10_round1_778316080803052.csv,10,1,778316080803052,PerpendicularAntiSync,5.638349536817346
dyad10_round1_778316080803052.csv,10,1,778316080803052,PerpendicularSync,2.9372375824232586
dyad10_round1_778316080803052.csv,10,1,778316080803052,SoloParallel,253.15160928242395
dyad10_round1_778316080803052.csv,10,1,778316080803052,SoloPerpendicular,124.62334604394118
dyad10_round1_8253848857712.csv,10,1,8253848857712,Mixed,41.20701950590032
dyad10_round1_8253848857712.csv,10,1,8253848857712,MutualStillness,442.99388334266234
dyad10_round1_8253848857712.csv,10,1,8253848857712,ParallelAntiSync,21.062907510287427
dyad10_round1_8253848857712.csv,10,1,8253848857712,ParallelSync,11.40625431618758
dyad10_round1_8253848857712.csv,10,1,8253848857712,PerpendicularAntiSync,1.751135063237627
dyad10_round1_8253848857712.csv,10,1,8253848857712,PerpendicularSync,3.4778824632377074
dyad10_round1_8253848857712.csv,10,1,8253848857712,SoloParallel,251.71371461467382
dyad10_round1_8253848857712.csv,10,1,8253848857712,SoloPerpendicular,123.21549772057561
dyad10_round1_884354224894196.csv,10,1,884354224894196,Mixed,32.23480651256215
dyad10_round1_884354224894196.csv,10,1,884354224894196,MutualStillness,433.02427964371833
dyad10_round1_884354224894196.csv,10,1,884354224894196,ParallelAntiSync,13.595918105024968
dyad10_round1_884354224894196.csv,10,1,884354224894196,ParallelSync,17.02069655376853
dyad10_round1_884354224894196.csv,10,1,884354224894196,PerpendicularAntiSync,2.902164843718929
dyad10_round1_884354224894196.csv,10,1,884354224894196,PerpendicularSync,4.521180097487493
dyad10_round1_884354224894196.csv,10,1,884354224894196,SoloParallel,267.6801124799021
dyad10_round1_884354224894196.csv,10,1,884354224894196,SoloPerpendicular,125.80111311256134
dyad10_round1_930480460869148.csv,10,1,930480460869148,Mixed,39.53057307272004
dyad10_round1_930480460869148.csv,10,1,930480460869148,MutualStillness,447.22524843182555
dyad10_round1_930480460869148.csv,10,1,930480460869148,ParallelAntiSync,22.48845672273296
dyad10_round1_930480460869148.csv,10,1,930480460869148,ParallelSync,16.13480190909317
dyad10_round1_930480460869148.csv,10,1,930480460869148,PerpendicularAntiSync,4.290564786360621
dyad10_round1_930480460869148.csv,10,1,930480460869148,PerpendicularSync,2.4151736045464642
dyad10_round1_930480460869148.csv,10,1,930480460869148,SoloParallel,238.90081774089523
dyad10_round1_930480460869148.csv,10,1,930480460869148,SoloPerpendicular,125.79575403637253
dyad10_round1_976360253989697.csv,10,1,976360253989697,Mixed,41.226842861436964
dyad10_round1_976360253989697.csv,10,1,976360253989697,MutualStillness,435.2681038122878
dyad10_round1_976360253989697.csv,10,1,976360253989697,ParallelAntiSync,14.595556967233758
dyad10_round1_976360253989697.csv,10,1,976360253989697,ParallelSync,13.328260863138377
dyad10_round1_976360253989697.csv,10,1,976360253989697,PerpendicularAntiSync,2.9914107040957822
dyad10_round1_976360253989697.csv,10,1,976360253989697,PerpendicularSync,3.045527620478948
dyad10_round1_976360253989697.csv,10,1,976360253989697,SoloParallel,259.4852630631372
dyad10_round1_976360253989697.csv,10,1,976360253989697,SoloPerpendicular,126.85432190819125
dyad10_round2_0170248476788402.csv,10,2,0170248476788402,Mixed,0.9037843999997712
dyad10_round2_0170248476788402.csv,10,2,0170248476788402,MutualStillness,607.5866488914779
dyad10_round2_0170248476788402.csv,10,2,0170248476788402,ParallelSync,0.2999993999998551
dyad10_round2_0170248476788402.csv,10,2,0170248476788402,PerpendicularAntiSync,0.299585801217705
dyad10_round2_0170248476788402.csv,10,2,0170248476788402,PerpendicularSync,1.271049098782707
dyad10_round2_0170248476788402.csv,10,2,0170248476788402,SoloParallel,45.486295102434696
dyad10_round2_0170248476788402.csv,10,2,0170248476788402,SoloPerpendicular,24.93263240608736
dyad10_round2_0190813278313726.csv,10,2,0190813278313726,Mixed,0.6281716246537399
dyad10_round2_0190813278313726.csv,10,2,0190813278313726,MutualStillness,607.1584868739639
dyad10_round2_0190813278313726.csv,10,2,0190813278313726,ParallelSync,0.0055052246539853515
dyad10_round2_0190813278313726.csv,10,2,0190813278313726,PerpendicularAntiSync,0.004828075346304104
dyad10_round2_0190813278313726.csv,10,2,0190813278313726,PerpendicularSync,2.1270560753459575
dyad10_round2_0190813278313726.csv,10,2,0190813278313726,SoloParallel,46.943767150691365
dyad10_round2_0190813278313726.csv,10,2,0190813278313726,SoloPerpendicular,23.92988477534475
dyad10_round2_023807471152395.csv,10,2,023807471152395,Mixed,1.1414584895989393
dyad10_round2_023807471152395.csv,10,2,023807471152395,MutualStillness,609.5227488597334
dyad10_round2_023807471152395.csv,10,2,023807471152395,PerpendicularAntiSync,1.4676307402672246
dyad10_round2_023807471152395.csv,10,2,023807471152395,PerpendicularSync,2.2273800402674824
dyad10_round2_023807471152395.csv,10,2,023807471152395,SoloParallel,47.118952340267015
dyad10_round2_023807471152395.csv,10,2,023807471152395,SoloPerpendicular,19.285458229866112
dyad10_round2_0523096139077097.csv,10,2,0523096139077097,MutualStillness,605.1638620319774
dyad10_round2_0523096139077097.csv,10,2,0523096139077097,SoloParallel,48.31603089999931
dyad10_round2_0523096139077097.csv,10,2,0523096139077097,SoloPerpendicular,27.306701157364994
dyad10_round2_0871490435674787.csv,10,2,0871490435674787,MutualStillness,604.4190900409968
dyad10_round2_0871490435674787.csv,10,2,0871490435674787,SoloParallel,48.65652815900382
dyad10_round2_0871490435674787.csv,10,2,0871490435674787,SoloPerpendicular,27.687942799999494
dyad10_round2_0.csv,10,2,0,Mixed,1.5834753000000492
dyad10_round2_0.csv,10,2,0,MutualStillness,608.3980282000003
dyad10_round2_0.csv,10,2,0,ParallelAntiSync,0.03102529999986291
dyad10_round2_0.csv,10,2,0,ParallelSync,0.3063712999999989
dyad10_round2_0.csv,10,2,0,PerpendicularAntiSync,0.26423589999997055
dyad10_round2_0.csv,10,2,0,PerpendicularSync,1.7520798999997786
dyad10_round2_0.csv,10,2,0,SoloParallel,46.532374500000614
dyad10_round2_0.csv,10,2,0,SoloPerpendicular,21.87368019999948
dyad10_round2_107048263307661.csv,10,2,107048263307661,Mixed,0.3581700658146292
dyad10_round2_107048263307661.csv,10,2,107048263307661,MutualStillness,606.9880790658154
dyad10_round2_107048263307661.csv,10,2,107048263307661,PerpendicularSync,1.7077245341851377
dyad10_round2_107048263307661.csv,10,2,107048263307661,SoloParallel,48.08376836836967
dyad10_round2_107048263307661.csv,10,2,107048263307661,SoloPerpendicular,23.677300865815255
dyad10_round2_127169558312744.csv,10,2,127169558312744,Mixed,2.602707981982734
dyad10_round2_127169558312744.csv,10,2,127169558312744,MutualStillness,608.8800904738772
dyad10_round2_127169558312744.csv,10,2,127169558312744,PerpendicularAntiSync,0.4042367180173751
dyad10_round2_127169558312744.csv,10,2,127169558312744,PerpendicularSync,1.1302859180171507
dyad10_round2_127169558312744.csv,10,2,127169558312744,SoloParallel,45.3256911900877
dyad10_round2_127169558312744.csv,10,2,127169558312744,SoloPerpendicular,22.436982818017945
dyad10_round2_183703937800601.csv,10,2,183703937800601,MutualStillness,604.3634587945571
dyad10_round2_183703937800601.csv,10,2,183703937800601,SoloParallel,48.821475475316404
dyad10_round2_183703937800601.csv,10,2,183703937800601,SoloPerpendicular,27.59123111506342
dyad10_round2_254480015486479.csv,10,2,254480015486479,MutualStillness,605.0350876358928
dyad10_round2_254480015486479.csv,10,2,254480015486479,SoloParallel,48.68390096410795
dyad10_round2_254480015486479.csv,10,2,254480015486479,SoloPerpendicular,27.016230899999268
dyad10_round2_323208248708397.csv,10,2,323208248708397,MutualStillness,604.137086554009
dyad10_round2_323208248708397.csv,10,2,323208248708397,SoloParallel,48.78524068466911
dyad10_round2_323208248708397.csv,10,2,323208248708397,SoloPerpendicular,27.819387676652287
dyad10_round2_337492951191962.csv,10,2,337492951191962,MutualStillness,604.3555982041422
dyad10_round2_337492951191962.csv,10,2,337492951191962,SoloParallel,48.499439585946384
dyad10_round2_337492951191962.csv,10,2,337492951191962,SoloPerpendicular,27.960005109911553
dyad10_round2_382040565600619.csv,10,2,382040565600619,Mixed,1.219251904620789
dyad10_round2_382040565600619.csv,10,2,382040565600619,MutualStillness,607.2945235092432
dyad10_round2_382040565600619.csv,10,2,382040565600619,PerpendicularAntiSync,0.1049413651265204
dyad10_round2_382040565600619.csv,10,2,382040565600619,PerpendicularSync,1.004922365126433
dyad10_round2_382040565600619.csv,10,2,382040565600619,SoloParallel,46.034155695378665
dyad10_round2_382040565600619.csv,10,2,382040565600619,SoloPerpendicular,25.101411995378207
dyad10_round2_415623190812767.csv,10,2,415623190812767,MutualStillness,604.415691938536
dyad10_round2_415623190812767.csv,10,2,415623190812767,SoloParallel,48.30619241528504
dyad10_round2_415623190812767.csv,10,2,415623190812767,SoloPerpendicular,28.02209069235786
dyad10_round2_432515139691532.csv,10,2,432515139691532,Mixed,0.046710682305740193
dyad10_round2_432515139691532.csv,10,2,432515139691532,MutualStillness,604.7953479115282
dyad10_round2_432515139691532.csv,10,2,432515139691532,PerpendicularAntiSync,0.12036421769415029
dyad10_round2_432515139691532.csv,10,2,432515139691532,PerpendicularSync,0.31920911769452504
dyad10_round2_432515139691532.csv,10,2,432515139691532,SoloParallel,48.437666176944155
dyad10_round2_432515139691532.csv,10,2,432515139691532,SoloPerpendicular,27.01592139383324
dyad10_round2_485296022612602.csv,10,2,485296022612602,Mixed,2.083004399999976
dyad10_round2_485296022612602.csv,10,2,485296022612602,MutualStillness,607.5641229710784
